Date,Apple,NVidia,Microsoft,Alphabet,Amazon,Meta,Tesla
2013-01-02,16.687335968017578,0.29351454973220825,22.40696907043457,18.033973693847656,12.865500450134277,27.893449783325195,2.357332944869995
2013-01-03,16.476715087890625,0.2937453091144562,22.106792449951172,18.04444694519043,12.923999786376953,27.664325714111328,2.318000078201294
2013-01-04,16.017757415771484,0.30343693494796753,21.693050384521484,18.40101432800293,12.957500457763672,28.650556564331055,2.293333053588867
2013-01-07,15.923537254333496,0.2946683168411255,21.652490615844727,18.320722579956055,13.42300033569336,29.308048248291016,2.2893331050872803
2013-01-08,15.96638298034668,0.28820720314979553,21.538911819458008,18.284568786621094,13.319000244140625,28.94941520690918,2.245332956314087
2013-01-09,15.716859817504883,0.2817462980747223,21.66060447692871,18.404752731323242,13.317500114440918,30.47359275817871,2.2426669597625732
2013-01-10,15.911683082580566,0.28220781683921814,21.465900421142578,18.48853302001953,13.267000198364258,31.180891036987305,2.23533296585083
2013-01-11,15.814117431640625,0.2817462980747223,21.766061782836914,18.45138168334961,13.397000312805176,31.599292755126953,2.194000005722046
2013-01-14,15.2503023147583,0.28151553869247437,21.814748764038086,18.033973693847656,13.636500358581543,30.832223892211914,2.2173330783843994
2013-01-15,14.769165992736816,0.2764391005039215,22.07434844970703,18.075864791870117,13.595000267028809,29.985456466674805,2.259999990463257
2013-01-16,15.382209777832031,0.27897724509239197,21.936431884765625,17.8330020904541,13.446499824523926,29.736408233642578,2.2733330726623535
2013-01-17,15.278570175170898,0.2826692461967468,22.106792449951172,17.73650360107422,13.52400016784668,30.025304794311523,2.2920000553131104
2013-01-18,15.197113990783691,0.2808232605457306,22.106792449951172,17.566699981689453,13.605999946594238,29.54713249206543,2.301332950592041
2013-01-22,15.3420991897583,0.2794387936592102,22.02566909790039,17.52580451965332,13.509499549865723,30.613059997558594,2.3459999561309814
2013-01-23,15.622934341430664,0.27990037202835083,22.398847579956055,18.489030838012695,13.405500411987305,30.70271873474121,2.4000000953674316
2013-01-24,13.692602157592773,0.28128480911254883,22.415075302124023,18.805952072143555,13.67300033569336,30.961729049682617,2.4660000801086426
2013-01-25,13.36981201171875,0.28636136651039124,22.617887496948242,18.7924861907959,14.19950008392334,31.419979095458984,2.4653329849243164
2013-01-28,13.672235488891602,0.290976345539093,22.642227172851562,18.71917724609375,13.802000045776367,32.346439361572266,2.5353329181671143
2013-01-29,13.92876148223877,0.2847460210323334,22.72335433959961,18.792736053466797,13.017499923706055,30.67283058166504,2.5299999713897705
2013-01-30,13.884993553161621,0.2842846214771271,22.593542098999023,18.796476364135742,13.637999534606934,31.121118545532227,2.501332998275757
2013-01-31,13.844265937805176,0.2829001545906067,22.2690486907959,18.84285545349121,13.274999618530273,30.86210823059082,2.500667095184326
2013-02-01,13.78742790222168,0.2854383587837219,22.658451080322266,19.33930206298828,13.25,29.616865158081055,2.553333044052124
2013-02-04,13.443974494934082,0.2805926203727722,22.260940551757812,18.925886154174805,12.99899959564209,28.003032684326172,2.5160000324249268
2013-02-05,13.915693283081055,0.28705355525016785,22.309616088867188,19.093446731567383,13.344499588012695,28.53101348876953,2.5420000553131104
2013-02-06,13.900799751281738,0.2847460210323334,22.179807662963867,19.203907012939453,13.111000061035156,28.939453125,2.611332893371582
2013-02-07,14.314126014709473,0.2835923135280609,22.131132125854492,19.298160552978516,13.011500358581543,28.54097557067871,2.631999969482422
2013-02-08,14.520790100097656,0.2854383587837219,22.350173950195312,19.582914352416992,13.09749984741211,28.441356658935547,2.615999937057495
2013-02-11,14.672111511230469,0.28866878151893616,22.601667404174805,19.509357452392578,12.86050033569336,28.15245819091797,2.561332941055298
2013-02-12,14.304340362548828,0.2868227958679199,22.617887496948242,19.46647071838379,12.9350004196167,27.26584815979004,2.5260000228881836
2013-02-13,14.277131080627441,0.2854383587837219,22.739580154418945,19.520328521728516,13.47350025177002,27.803791046142578,2.563333034515381
2013-02-14,14.26429271697998,0.2937453091144562,22.7476863861084,19.644004821777344,13.461999893188477,28.391544342041016,2.551332950592041
2013-02-15,14.067720413208008,0.2937453091144562,22.72335433959961,19.770423889160156,13.254500389099121,28.212230682373047,2.4693329334259033
2013-02-19,14.062520980834961,0.289822518825531,22.944198608398438,20.118507385253906,13.487500190734863,28.819908142089844,2.618666887283325
2013-02-20,13.721955299377441,0.2856690585613251,22.796972274780273,19.75969886779785,13.320500373840332,28.35169792175293,2.569333076477051
2013-02-21,13.636663436889648,0.2835923135280609,22.48613739013672,19.83624839782715,13.29699993133545,27.176191329956055,2.3440001010894775
2013-02-22,13.781878471374512,0.2888995110988617,22.706995010375977,19.940475463867188,13.270999908447266,27.02676010131836,2.4073328971862793
2013-02-25,13.536998748779297,0.28382304310798645,22.38798713684082,19.71756362915039,12.993499755859375,27.166227340698242,2.2920000553131104
